Id,Question,Question Type,Grade Point,Status,Created At,Average Performance
e4abb36b-71dc-4744-ac42-e23f702ed7f4,I analyze problems systematically rather than jumping to conclusions.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.804038+00:00,0.0
f5989189-19db-4909-9f2e-b9fa671745c7,I can identify logical fallacies in arguments.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803999+00:00,0.0
c89598bf-316a-4921-8ddc-93c07d9e0f3f,I consider multiple perspectives before forming opinions.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803961+00:00,0.0
ff1089f9-6e08-4ecf-bd65-ebac594a6ba4,I evaluate the credibility of information sources.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803922+00:00,0.0
e20aa889-fa01-43d9-9a41-6f57cacef8f6,I question assumptions before accepting them as truth.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803883+00:00,0.0
8e81ea09-2c1b-444a-bb86-4732c3c3586a,I take ownership of my responsibilities and outcomes.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803844+00:00,0.0
821de250-3533-423e-b7b2-d80168d77e58,I continuously look for ways to improve my skills and knowledge.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803805+00:00,0.0
ef7d16ac-1d85-4be9-95b5-81c3bb19b02c,I am reliable and follow through on commitments.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803765+00:00,0.0
82aac459-411b-46de-8b87-7416a68eb1e4,I maintain professional behavior in all work contexts.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803726+00:00,0.0
ed362457-e2ff-4569-9245-0f866ed64c1d,I can work independently without constant supervision.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803687+00:00,0.0
f7858a63-121a-4c77-943e-75165f0fac42,I go beyond minimum requirements when working on projects.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803648+00:00,0.0
49c1a42e-13a4-4a5e-a91f-e65817daad20,I am punctual for meetings and appointments.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803608+00:00,0.0
80d00bad-bc11-492b-878f-0f5c92944120,I maintain high standards for the quality of my work.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803569+00:00,0.0
08e2b9d5-d2c5-4c61-b6eb-f87d4c5ce607,I take initiative without waiting for direction.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803530+00:00,0.0
f09bfb39-58d4-49ac-bcb0-56421935753a,I consistently meet deadlines for my work.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803490+00:00,0.0
f761edfc-2fb0-4889-b1ee-dcad3a9bcafd,I believe that learning never stops in the technology field.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803450+00:00,0.0
a34a932d-487d-42d4-85af-019008e41e11,I enjoy teaching others what I have learned.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803411+00:00,0.0
78fcbe98-9bc9-4365-9d5f-82f475bead83,I set personal learning goals beyond academic requirements.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803372+00:00,0.0
d7e14610-cb9a-4de2-a590-9c3df7185a0a,I seek feedback to identify areas for improvement.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803334+00:00,0.0
bc8de34b-4dbe-4a68-bcb7-b78723a01e7a,"I attend tech meetups, conferences, or webinars when possible.",SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803295+00:00,0.0
b96ed168-e573-40d1-ab27-f24d34fe2406,I experiment with new tools and technologies in personal projects.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803256+00:00,0.0
330777fc-667a-4707-8128-8e8cb2b78f64,I follow industry leaders and influencers in my field.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803217+00:00,0.0
85c16cfa-2103-467f-b3bf-fc2de5f0cbe8,I participate in online courses or workshops beyond formal education.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803177+00:00,0.0
61b2297e-3075-40a5-ae96-42868a6506c2,I enjoy learning new programming languages or frameworks.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803138+00:00,0.0
11e3f7eb-1844-4bb2-9c1c-ac200ebf29bd,I regularly read technical articles or blogs to stay updated.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803099+00:00,0.0
1155a4c0-19f9-4ca2-8f5b-d96c798574da,I learn from completed projects to improve future planning.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803059+00:00,0.0
92f27305-b1d8-4a2e-b9b4-81e580ac1df1,I set realistic expectations for what I can accomplish.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.803019+00:00,0.0
2a771dec-d149-4145-abc9-3fc974595a2e,I can manage multiple projects simultaneously.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.802977+00:00,0.0
c31be50d-00a2-405d-bade-e3fb4a64311e,I communicate potential delays or issues proactively.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.802924+00:00,0.0
a6c96271-414f-4f66-afaf-75aa6d620502,I use tools or systems to organize my work.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.802835+00:00,0.0
12a9dec5-29bb-4b6d-8c6a-952bdbf18d04,I can adjust my plans when unexpected obstacles arise.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.792237+00:00,0.0
f773074c-b98f-485c-8b04-6acb7091bc18,I regularly track my progress against goals.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.792199+00:00,0.0
97e7a414-f1a8-4703-aa62-a3881799319f,I prioritize tasks based on importance and urgency.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.792161+00:00,0.0
5f623738-e174-4905-b15d-b222e8c8731d,I break large projects into manageable phases.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.792121+00:00,0.0
856609b2-7049-419f-9602-c4d1d10105e5,I can estimate how long tasks will take to complete.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.792083+00:00,0.0
1a884b0e-b88b-49e7-905c-ec246ef86146,I consider the societal impact of technology I help create.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.792045+00:00,0.0
bcca5f69-ee07-4de5-9652-b07cc93e9122,I understand the importance of data ethics and responsible AI practices.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.792007+00:00,0.0
97c6e851-1bd3-4fdd-bbb1-dc446c17c57e,I treat all colleagues with respect and professionalism.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791968+00:00,0.0
0cc666aa-84a7-4281-aa5a-9bb41bb47937,I take responsibility for my mistakes and learn from them.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791929+00:00,0.0
a766d96e-6df3-49c1-8a4e-5c41d7a1a6b0,I adhere to professional standards and codes of conduct.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791890+00:00,0.0
990b06c5-3294-41c8-9e1a-ddf6fdccadd1,I consider the ethical implications of technical decisions.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791852+00:00,0.0
41ed771e-aa6e-48d0-969e-46121d9a6016,I am honest about my capabilities and limitations.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791813+00:00,0.0
3578fa8b-934e-43d2-8b02-58fadc6dddbc,I give proper credit to others for their work and ideas.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791775+00:00,0.0
a2b7eb5e-28d5-4420-a144-652ce00300f1,I respect confidentiality and privacy in professional settings.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791736+00:00,0.0
335584cb-845e-464b-bc19-8a7c221d7cac,I understand the importance of intellectual property rights.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791698+00:00,0.0
904ac231-d98a-41a9-8198-4b18a4ac221b,I view change as an opportunity for growth rather than a threat.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791659+00:00,0.0
ac9062d4-561c-4320-8ddc-c46375ac2a62,I can work with different team dynamics and personalities.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791620+00:00,0.0
d133f18e-65f7-4a0f-ba1c-3d6e41a3fec6,I actively seek out new learning opportunities.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791581+00:00,0.0
710a427e-85f8-4557-9774-3bb7c60902f9,I stay calm when faced with unexpected challenges.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791543+00:00,0.0
408e939b-3ac0-4c5d-aefd-29673b8df3d3,I can pivot between different tasks and projects efficiently.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791504+00:00,0.0
b871addf-99a7-4cc9-8860-ca013dc2f3e8,I remain productive in uncertain or ambiguous situations.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791465+00:00,0.0
653e8459-6278-49de-b714-926d620f71d6,I can learn from my mistakes and adjust my approach accordingly.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791425+00:00,0.0
fb088458-0251-4b57-bf4b-c8715e145bce,I embrace new methodologies and approaches to work.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791385+00:00,0.0
ea425b88-ddb8-48b3-8e86-de4fa39a0607,I can work effectively even when requirements change frequently.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791347+00:00,0.0
2fd47d9b-1c46-424c-a0b2-61ea67138107,I adapt quickly to new tools and technologies.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791308+00:00,0.0
8f4484b7-1ded-4568-9b04-fa4d4e1203df,I understand how small details can impact overall system performance.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791269+00:00,0.0
95b2dfb4-ba9e-48ee-b7af-b48c20954a94,I enjoy work that requires precision and accuracy.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791230+00:00,0.0
f6381d6a-52a0-49a2-8e70-71cb44edba92,I can maintain focus on detailed tasks for extended periods.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791192+00:00,0.0
3670998b-c4b6-4341-8423-922660c4efdc,I notice when something doesn't look or work quite right.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791152+00:00,0.0
514aea92-11d4-4009-8f33-7ef703302f1e,I am meticulous when working with data or code.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791113+00:00,0.0
9da9f4d2-5e31-42ab-8b4a-9980234ebeb8,I can spot patterns in complex information.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791073+00:00,0.0
769caf9f-37c9-4df5-bf35-9500c9d9f10a,I maintain organized notes and documentation.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.791033+00:00,0.0
2ee6d7cb-288e-4810-84fe-4208c931402e,I follow established protocols and procedures carefully.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790994+00:00,0.0
bd22f288-8b24-4406-9619-41d278efd01e,I double-check my work before considering it complete.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790955+00:00,0.0
503657b7-803d-4a28-9aed-6b13b03c6db4,I naturally notice small errors or inconsistencies.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790916+00:00,0.0
b11c750b-56a5-41e3-a793-a710736c2426,I believe innovation often comes from combining existing ideas in new ways.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790878+00:00,0.0
ce963875-7a07-42c0-8672-8a35d5c0d9f1,I enjoy learning about new technologies and their potential applications.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790839+00:00,0.0
0c6eeb28-a320-430a-bf16-5a843479cb0c,I can accept when my creative solutions don't work and pivot accordingly.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790800+00:00,0.0
e12ebbdf-6889-44ad-95d0-014dc88a0d76,I enjoy prototyping and testing new ideas.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790761+00:00,0.0
b8f5ef88-75ff-4272-9135-2823e98098e4,I draw inspiration from various fields and disciplines.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790722+00:00,0.0
e05a2d76-be30-4f8f-8ff0-13098c7bf9b4,I can balance creative thinking with practical constraints.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790683+00:00,0.0
67d5c79c-0e99-4a1f-b577-fed2dcfb018f,I enjoy optimizing and improving existing processes.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790642+00:00,0.0
1ad6b857-d4c0-4949-99b1-5a582a51dde4,I am not afraid to suggest unconventional ideas.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790602+00:00,0.0
b9f6944c-cfe0-40fb-8f5a-68dae3ff20da,I can approach problems from multiple angles.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790562+00:00,0.0
40214bca-77e9-4964-a9ab-dbe7a134d46e,I enjoy thinking of novel solutions to problems.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790518+00:00,0.0
a63aee52-396c-48bc-95d7-6361b925d5c4,I value different perspectives and approaches to problem-solving.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790439+00:00,0.0
cc8a6a62-1d06-4a19-9fd7-bfa17edc0a46,I follow through on commitments I make to my team.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790398+00:00,0.0
c283a2a3-c7c8-4b81-a58f-5e1f2f5e7722,I can lead a team when necessary.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790357+00:00,0.0
c872d406-0216-4d61-aa28-602f005d4edd,I respect deadlines and understand how my work affects the team.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790315+00:00,0.0
fdd23182-0501-4197-8bb8-0a623d1ca0fd,I communicate proactively about my progress and challenges.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.790226+00:00,0.0
5a17404c-2453-4339-8358-b9c13a219801,I can work effectively with people from diverse backgrounds.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777802+00:00,0.0
c1c395e3-0161-4622-b65b-bc84db7e0e6c,I help other team members when they are struggling.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777764+00:00,0.0
c208d1fb-0368-4378-9974-a88208d4c7cf,I take responsibility for my assigned tasks in group projects.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777726+00:00,0.0
9534e3a0-1428-4537-9e43-1e85f7888ebf,I can compromise when team members have different opinions.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777688+00:00,0.0
846dfb4c-0e21-4207-93b3-5ccd22a2d1d9,I enjoy working in team environments.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777650+00:00,0.0
fe1d838f-510d-4a4b-8602-59f48ac67d03,I adjust my communication style based on my audience.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777611+00:00,0.0
d6d65fdf-0081-4b59-878e-7a3f1dc74d5c,I can communicate effectively in online platforms and forums.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777573+00:00,0.0
d80fe542-6a2b-4041-8e11-e28ad976281f,I feel comfortable presenting my ideas to small groups.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777535+00:00,0.0
d59ac64d-1f63-4509-948d-619c150a33bc,I can document my work and processes clearly.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777496+00:00,0.0
59813aa7-7e34-4ce8-bce7-3bf2bca81442,I actively listen to others during conversations.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777458+00:00,0.0
5eb844a4-ddf1-480e-90db-963e63040e2f,I can explain technical problems clearly when seeking help.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777419+00:00,0.0
1b9902b2-11ed-4802-9b76-8a5ade24f095,I am open to receiving feedback about my work.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777381+00:00,0.0
cad69d67-2ce0-4fe6-bdcc-02c034d7ae0d,I can give constructive feedback to peers.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777343+00:00,0.0
0e036992-a510-4e04-9a73-bbce30c82048,I feel comfortable participating in group discussions and meetings.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777304+00:00,0.0
e6c8d849-1752-44dd-8b85-16a8631f6fe5,I can clearly articulate my thoughts and ideas in writing.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777265+00:00,0.0
c4b23e32-e283-413e-a955-f54d42740125,"I maintain perspective on challenges, understanding they are temporary.",SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777226+00:00,0.0
c527b43c-22e2-4c51-97ab-cedd7749cada,I seek support when feeling overwhelmed by academic pressure.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777187+00:00,0.0
286d69b8-1364-472c-aca4-f0b6f962e703,I can adapt to changing requirements and priorities.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777147+00:00,0.0
df844529-0b3f-4457-9b28-f30b15c32dac,I balance my study/work time with personal life and hobbies.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777107+00:00,0.0
cb57e9a8-3033-42ba-9aa0-2ce291b27afc,I have techniques to stay calm when facing tight deadlines.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.777059+00:00,0.0
8061ca8d-71c5-4774-bd78-bce60ca9a790,I can recognize when I need to step away from a problem and return with fresh perspective.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.776596+00:00,0.0
06c9dc78-1472-4e73-b803-57d63b7c40f9,"I practice healthy habits (exercise, nutrition, sleep) to support my learning.",SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.776557+00:00,0.0
f5284e1c-4f20-4d15-aceb-cf2bcc1c58cf,I take regular breaks to avoid burnout during intensive work.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.776519+00:00,0.0
45dbd780-0e24-4349-8bb9-2df40a32c227,I can maintain a positive attitude when facing difficult challenges.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.776480+00:00,0.0
c8ab2039-471e-4deb-a71a-902175506578,I have effective strategies for managing stress during challenging tasks.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.776441+00:00,0.0
50daced9-833f-4ed7-9919-c3bb19e15bfd,I am open to relocating for job opportunities if necessary.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.776401+00:00,0.0
fabbb5f8-6c0f-4bf4-a239-e882d91be029,I understand the value of building a portfolio of projects.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.776331+00:00,0.0
68d8379b-766e-4cab-83cd-3e22fbcbf71a,I am prepared to work on my interview and resume skills.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.776292+00:00,0.0
3c3ea655-6a87-4dba-8965-cde8a93436c7,I have realistic salary expectations for entry-level positions in this field.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.776254+00:00,0.0
ffb866ef-38d9-4752-8403-1ff0d117add4,I am willing to start in entry-level positions to gain experience.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.776214+00:00,0.0
27a05b25-17aa-42a8-890c-ad2ff0b095aa,I understand the importance of building a professional network.,SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.776174+00:00,0.0
950882cb-8188-437f-91fd-6830b4300b3d,"I have considered the work environment I prefer (remote, office, hybrid).",SINGLE_CHOICE,1,INACTIVE,2026-02-25T07:48:02.776135+00:00,0.0
